봉안시설,전라남도,담양군,오룡군립묘원(봉안),전라남도 담양군 무정면 오룡리 산29,061-380-3384,null,null,50,공설,15,15,3,미설치,미설치,설치,설치,미설치
봉안시설,대구광역시,달성군,대한불교조계종 광덕사,"대구광역시 달성군 가창면 헐티로 1190 (용계리, 광덕사)",053-763-0068,053-767-2266,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경기도,고양시 덕양구,벽제중앙추모공원,경기도 고양시 덕양구 통일로414번길 196 (대자동),031-964-7799,null,www.bjcmp.co.kr,50,사설,99,99,99,미설치,미설치,설치,미설치,설치
봉안시설,경기도,가평군,상락향 봉안탑,"경기도 가평군 청평면 남이터길 65 (대성리, 상락향수도원)",031-584-0657,null,null,30,사설,20,0,0,미설치,미설치,설치,미설치,미설치
봉안시설,충청남도,계룡시,재단법인 아너스홈,"충청남도 계룡시 두마면 제1산단로 132, 재단법인 아너스홈",042-585-0536,null,null,100,사설,0,0,0,미설치,미설치,설치,미설치,미설치
봉안시설,경기도,양평군,새하늘공원,경기도 양평군 지평면 고재길 90 (곡수리),031-775-9544,null,null,0,사설,0,0,0,미설치,미설치,설치,설치,설치
봉안시설,경상남도,양산시,양산 석굴암 극락전 추모관,"경상남도 양산시 호계길 96-71 (호계동, 석굴암)",055-388-0317,055-381-3221,null,20,사설,99,99,99,미설치,미설치,설치,미설치,미설치
봉안시설,충청북도,음성군,(재)대지공원묘원 봉안당,충청북도 음성군 생극면 오신로 504-63 (신양리),043-878-3854,null,https://dmonster1355.cafe24.com/,0,사설,0,0,0,미설치,미설치,설치,미설치,미설치
봉안시설,인천광역시,강화군,강화파라다이스 강화지점,인천광역시 강화군 송해면 강화대로 879-16 (하도리),1599-9442,null,www.prds.kr,300,사설,99,99,99,미설치,설치,설치,설치,설치
봉안시설,충청남도,계룡시,계룡시 정명각,충청남도 계룡시 두마면 제1산단로 132 (입암리),042-840-2271,null,null,0,공설,30,30,1,미설치,미설치,미설치,설치,미설치
봉안시설,경기도,포천시,금호동성당 천보묘원(봉안),경기도 포천시 화합로 116 (동교동),031-541-0098,null,kumho1.enk.co.kr,700,사설,99,0,0,설치,미설치,설치,미설치,미설치
봉안시설,인천광역시,서구,송월교회 봉안묘·탑,인천광역시 서구 마전동 산72-1,032-765-7851,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,충청남도,천안시 서북구,천안노블랜드하늘공원 봉안당,충청남도 천안시 서북구 입장면 시장리2길 77 (시장리),041-587-2100,041-587-2103,www.nobleland.or.kr,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경상남도,남해군,남해추모누리 안락원 봉안담,"경상남도 남해군 서면 연죽로 46-77 (연죽리, 남해공설종합묘원추모누리)",055-860-3681,055-860-3681,null,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경기도,평택시,약천추모공원,경기도 평택시 도일로 164-118 (도일동),031-1811-8093,null,www.약천추모관.net,100,사설,15,99,99,설치,설치,설치,설치,설치
봉안시설,경상남도,밀양시,(재)밀양추모공원묘원,경상남도 밀양시 무안면 창밀로 2890-150 (운정리),070-8230-1009,null,null,50,사설,99,99,99,설치,설치,설치,설치,설치
봉안시설,경기도,용인시 처인구,약천사,"경기도 용인시 처인구 양지면 양지로63번길 9-18 (양지리, 약천사)",031-338-3362,null,null,30,사설,99,99,99,미설치,미설치,설치,설치,미설치
봉안시설,전북특별자치도,전주시 완산구,전주효자공원봉안당,"전북특별자치도 전주시 완산구 콩쥐팥쥐로 1705-138 (효자동3가, 전주승화원)",063-239-2690,null,https://www.jjss.or.kr/index.9is?contentUid=ff8080816c5f9de6016cb28f27280028,10,공설,15,15,1,설치,설치,설치,설치,설치
봉안시설,전라남도,담양군,관음사추모관,전라남도 담양군 담양읍 깊은실길 35 (학동리),061-383-6697,null,불교납골당.km114.kr,30,사설,0,0,0,미설치,미설치,설치,설치,미설치
봉안시설,서울특별시,강동구,강동구추모의집,충청북도 음성군 금왕읍 덕금로 936-61 (용계리),043-881-4700,null,www.yeaeunpark.com/,0,공설,15,30,3,미설치,미설치,설치,설치,미설치
봉안시설,전라남도,여수시,용월사사찰회 봉안당,전라남도 여수시 돌산읍 월전길 129-60 (우두리),061-644-2790,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,충청남도,공주시,공주나래원 봉안당,"충청남도 공주시 이인면 삼배실길 70 (운암리, 나래원)",041-840-8980,null,https://www.gongju.go.kr/naraewon/index.do,297,공설,0,0,0,설치,설치,설치,설치,설치
봉안시설,서울특별시,서울특별시,서울시립승화원 추모의집,경기도 고양시 덕양구 통일로 504 (대자동),031-960-0236,031-964-8772,https://www.sisul.or.kr/open_content/memorial/,154,공설,15,5,3,설치,설치,설치,설치,설치
봉안시설,경기도,김포시,양택공원묘지 봉안묘,경기도 김포시 하성면 양택리 109-6,031-980-2215,null,null,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,전라남도,해남군,남도광역추모공원 동백당,전라남도 해남군 황산면 호교길 241-250 (일신리),061-530-5141,061-530-5582,null,189,공설,15,15,2,설치,설치,설치,설치,설치
봉안시설,충청북도,충주시,봉은사 봉안당,"충청북도 충주시 소태면 주치길 135-45 (오량리, 봉은사)",043-854-8120,null,www.bongeun.co.kr/,30,사설,0,0,0,미설치,미설치,설치,미설치,미설치
봉안시설,경기도,파주시,검단사 봉안당,"경기도 파주시 탄현면 필승로 292-33 (성동리, 검단사)",031-949-8729,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경기도,가평군,청량교회 청량동산,경기도 가평군 청평면 양진길 104 (고성리),02-968-1162,02-960-2262,null,10,사설,99,99,99,미설치,미설치,설치,설치,미설치
봉안시설,제주특별자치도,제주시,천주교 황사평 봉안묘,제주특별자치도 제주시 기와5길 117-22 (화북이동),064-751-0145,null,null,0,사설,0,0,0,미설치,미설치,설치,미설치,미설치
봉안시설,인천광역시,강화군,내리 무연고 봉안묘,인천광역시 강화군 화도면 내리 산18,032-930-3114,null,null,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,강원특별자치도,속초시,속초시 제2추모의집,강원특별자치도 속초시 이목로 196 (노학동),033-635-7023,033-635-5023,null,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경상북도,울릉군,울릉하늘섬공원,경상북도 울릉군 서면 태하령길 314 (남서리),054-791-1888,null,null,0,공설,0,0,0,설치,설치,설치,설치,미설치
봉안시설,경기도,용인시 기흥구,(재)용인추모원,"경기도 용인시 기흥구 중부대로 972 (상하동, 재단법인용인추모원)",031-283-1601,null,www.yich.co.kr,100,사설,99,99,99,미설치,설치,설치,설치,설치
봉안시설,경기도,의왕시,성 라자로마을,"경기도 의왕시 원골로 66 (오전동, 성라자로마)",031-452-5655,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,전라남도,완도군,대한불교조계종 신흥사,"전라남도 완도군 완도읍 청해진남로 101-1 (군내리, 신흥사)",061-554-2634,null,www.sinheungsa.net,20,사설,0,0,0,미설치,미설치,설치,미설치,미설치
봉안시설,충청북도,청주시 서원구,대한불교정음사원,"충청북도 청주시 서원구 3순환로644번길 33 (죽림동, 대한불교정음사원)",043-233-0924,null,www.kgf21.co.kr,50,사설,99,99,0,설치,미설치,설치,설치,미설치
봉안시설,경상남도,창원시 마산합포구,만월사,경상남도 창원시 마산합포구 구산면 수정2길 53-400 (수정리),055-221-6327,null,null,30,사설,99,99,99,미설치,미설치,설치,설치,미설치
봉안시설,전라남도,장성군,안양사푸른공원,전라남도 장성군 삼계면 용매골길 79 (화산리),061-394-9999,null,null,0,사설,0,0,0,미설치,미설치,미설치,설치,미설치
봉안시설,전라남도,목포시,목포추모공원 추모의집,전라남도 목포시 고하대로 1140-41 (대양동),061-270-8723,null,http://www.mokpopark.com/,50,공설,99,15,1,미설치,미설치,설치,설치,미설치
봉안시설,인천광역시,미추홀구,석암산수도사 봉안당,"인천광역시 미추홀구 구월로8번길 36-7 (주안동, 수도사)",032-422-1479,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경기도,남양주시,모란공원(봉안),경기도 남양주시 화도읍 경춘로2110번길 8-102 (월산리),031-594-6362,null,null,0,사설,10,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,전북특별자치도,익산시,영모묘원 대원전,"전북특별자치도 익산시 왕궁면 호반로 173-45 (동봉리, 영모묘원납골당)",063-836-4311,null,null,1000,사설,30,0,0,설치,미설치,설치,설치,설치
봉안시설,경기도,용인시,용인평온의숲(평온마루 봉안묘·담),"경기도 용인시 처인구 이동읍 평온의숲로 77 (어비리, 용인평온의숲)",031-329-5900,null,https://www.tranquil-forest.or.kr/main_new/m02/2/,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,충청남도,서천군,서천군영명각 목련관,충청남도 서천군 판교면 심동리 산 73-1번지,041-950-4347,null,null,50,공설,10,10,5,미설치,미설치,설치,설치,미설치
봉안시설,전북특별자치도,남원시,남원시승화당,전북특별자치도 남원시 솔터길 40-36 (광치동),063-632-5874,null,null,0,공설,0,0,0,미설치,미설치,설치,설치,미설치
봉안시설,서울특별시,구로구,천주교회 구로3동 성당 봉안당,"서울특별시 구로구 디지털로27길 82 (구로동, 구로3동천주교회)",02-857-8541,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경기도,고양시 일산동구,(주)청아공원,"경기도 고양시 일산동구 은마길 129 (설문동, 청아공원)",031-977-9911,null,chungahpark.co.kr,2000,사설,99,99,99,설치,설치,설치,설치,설치
봉안시설,경기도,고양시 덕양구,유일추모공원,경기도 고양시 덕양구 통일로 582 (대자동),031-962-4144,null,youilpark.com,40,사설,99,0,0,미설치,설치,설치,설치,미설치
봉안시설,경기도,가평군,서강대학교 봉안묘,"경기도 가평군 상면 청군로 1428-92 (원흥리, 서강대학교철우인성교육원)",031-585-3179,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,충청북도,제천시,청풍추모공원,충청북도 제천시 금성면 신담길 46 (월굴리),043-644-4441,null,www.BlueWindPark.com,150,사설,99,99,99,미설치,미설치,설치,설치,설치
봉안시설,경상북도,문경시,쌍용사 봉안탑,"경상북도 문경시 농암면 칠봉로 755 (율수리, 쌍용사)",054-541-6753,null,null,100,사설,99,99,99,미설치,미설치,설치,설치,미설치
봉안시설,강원특별자치도,정선군,정선하늘원 봉안묘,"강원특별자치도 정선군 여량면 서동로 3867-26 (남곡리, 정선하늘공원)",033-560-3437,033-560-3437,null,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,강원특별자치도,강릉시,청솔공원 봉안묘,강원특별자치도 강릉시 사천면 석교리 산162,033-660-3857,null,null,0,공설,0,0,0,미설치,미설치,설치,미설치,미설치
봉안시설,강원특별자치도,삼척시,삼척시추모공원 봉안당,"강원특별자치도 삼척시 강원남부로 4541 (등봉동, 삼척시공원묘지)",033-574-7912,null,www.samcheok.go.kr/memorial,50,공설,30,30,1,설치,미설치,설치,미설치,설치
봉안시설,충청북도,음성군,미타사 봉안당,충청북도 음성군 소이면 소이로61번길 164 (비산리),043-873-0330,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,광주광역시,광주광역시,광주영락공원 봉안묘·담,광주광역시 북구 효령동 100-2,062-572-4384,062-572-1702,https://www.cyberyoungrak.or.kr/cms/bbs/dk_content.php?ht_id=cyber_02_2,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경기도,파주시,재단법인 통일로추모공원,"경기도 파주시 조리읍 명봉산로114번길 84 (장곡리, 통일로추모공원)",031-943-3501,031-944-6316,www.tongilro-park.co.kr,100,사설,99,99,99,미설치,설치,설치,설치,설치
봉안시설,충청남도,당진시,대호지공설묘지 어성정,"충청남도 당진시 대호지면 봉선길 123 (장정리, 어성정공동묘지)",041-353-3044,null,https://www.dangjin.go.kr/bokji/sub04_05_03.do,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,제주특별자치도,서귀포시,대정읍봉안당(만장),제주특별자치도 서귀포시 대정읍 일주서로2498번길 133-45 (보성리),064-760-4031,null,https://www.jeju.go.kr/wel/burial/sirBurial.htm,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,제주특별자치도,서귀포시,성산읍공설봉안당,제주특별자치도 서귀포시 성산읍 금백조로 548 (수산리),064-760-4234,null,https://www.seogwipo.go.kr/local/seongsan/intro/public.htm,30,공설,15,15,3,설치,미설치,설치,설치,미설치
봉안시설,경상북도,성주군,(재)남양공원묘원 추모관,경상북도 성주군 선남면 관용로 401-41 (오도리),054-932-4444,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경기도,고양시 덕양구,연화추모공원,경기도 고양시 덕양구 성령길 2-1 (대자동),031-963-1141,null,www.yeonhwapark.co.kr,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,전라남도,나주시,지장사 봉안당,전라남도 나주시 왕곡면 신포내동길 14-29 (신포리),null,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,충청남도,홍성군,홍성추모공원봉안당,충남 홍성군 금마면 금마로516번길 85,041-633-7780,null,choomo.hongseong.go.kr,0,공설,0,0,0,설치,설치,설치,설치,미설치
봉안시설,강원특별자치도,횡성군,횡성군공설추모공원 추모관,강원특별자치도 횡성군 갑천면 태기로구방8길 132 (구방리),033-340-2904,033-340-2552,null,40,공설,15,60,3,미설치,미설치,설치,설치,미설치
봉안시설,경기도,양평군,예진추모관,"경기도 양평군 양서면 건지미길 75 (양수리, 노적사)",031-771-9004,null,www.가연추모관.com,30,사설,1,0,1,미설치,미설치,설치,설치,미설치
봉안시설,경기도,가평군,가평군공설봉안묘,경기도 가평군 북면 이곡리 산7,031-580-4264,null,null,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경기도,용인시 처인구,전통사찰95호 동도사,"경기도 용인시 처인구 이동읍 어진로 842, 동도사 (어비리)",031-333-7417,null,null,10,사설,99,99,99,미설치,미설치,설치,설치,미설치
봉안시설,경기도,남양주시,봉선사 봉안당,"경기도 남양주시 진접읍 봉선사길 30 (부평리, 봉선사)",031-527-1951,null,www.bongsunsa.net,200,사설,30,99,99,설치,설치,설치,설치,미설치
봉안시설,강원특별자치도,평창군,평창군 공설봉안당,"강원특별자치도 평창군 방림면 서동로 1741-36 (방림리, 평창공원묘지)",033-339-9026,null,www.pcfmc.or.kr/facilities04,120,공설,30,30,1,설치,미설치,설치,미설치,미설치
봉안시설,경상북도,포항시 북구,천주교 대구교구 죽도성당,경상북도 포항시 북구 죽도로 20 (죽도동),054-273-3441,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경상남도,밀양시,대한불교조계종 천탑사(봉안당),경상남도 밀양시 삼랑진읍 화성길 13-47 (미전리),055-351-4440,null,www.greenpiapark.co.kr,60,사설,60,0,0,미설치,미설치,설치,설치,미설치
봉안시설,경상남도,통영시,안정사 납골당,경상남도 통영시 광도면 안정1길 363 (안정리),055-649-7175,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경상남도,양산시,천주교하늘공원 봉안당,"경상남도 양산시 상북면 공원로3길 19 (상삼리, 추모관)",055-374-8733,null,www.catholicbusan.or.kr/index.php?mid=hanul_main,0,사설,30,30,1,미설치,미설치,설치,미설치,미설치
봉안시설,강원특별자치도,화천군,화천공원묘원 봉안당,강원특별자치도 화천군 하남면 원천리 9-13,033-440-4556,null,null,0,공설,0,0,0,미설치,미설치,설치,미설치,미설치
봉안시설,경기도,화성시,화성함백산추모공원 봉안담,경기도 화성시 효행구 매송면 서해로 2448-32 (숙곡리),031-240-9200,031-240-9277,null,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경기도,광주시,(재)한남공원묘원(봉안),경기도 광주시 매자리길 185-22 (매산동),031-766-4278,null,null,0,사설,0,0,0,미설치,미설치,설치,설치,미설치
봉안시설,전북특별자치도,남원시,태고종관음사 봉안당,"전북특별자치도 남원시 보절면 관음사길 82 (서치리, 관음사)",063-634-4705,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,전북특별자치도,군산시,(재)봉황공원묘지 봉안묘,전북특별자치도 군산시 임피면 미원리 산100-1,063-453-5533,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,강원특별자치도,영월군,혜운사 봉안탑,강원특별자치도 영월군 무릉도원면 두산길 665-26 (두산리),null,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경기도,안성시,천주교안성추모공원(봉안),경기도 안성시 보개면 보삼로 319-34 (북가현리),031-672-4276,031-673-9902,www.ampark.co.kr/index.php,0,사설,0,0,0,설치,설치,설치,미설치,미설치
봉안시설,제주특별자치도,제주시,조천읍 공설봉안묘(만장),제주특별자치도 제주시 조천읍 선흘리 4117,064-728-7832,null,null,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,전북특별자치도,익산시,익산시 추모의집 제3관,"전북특별자치도 익산시 무왕로 1471-63 (석왕동, 익산공원묘지)",063-859-3847,null,null,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,강원특별자치도,고성군,고성군추모의집,"강원특별자치도 고성군 죽왕면 공설묘원길 47 (가진리, 추모의집)",033-682-4448,033-680-3168,null,0,공설,0,0,0,미설치,미설치,설치,설치,미설치
봉안시설,충청북도,충주시,석종사,"충청북도 충주시 직동길 271-56 (직동, 석종사)",043-854-4505,null,null,50,사설,99,99,99,설치,미설치,설치,미설치,미설치
봉안시설,충청남도,논산시,논산시양지추모원,충청남도 논산시 양촌면 중산길 165-11 (중산리),041-746-5338,null,www.nonsan.go.kr/kor/html/sub05/05020406.html,50,공설,10,10,3,미설치,미설치,설치,설치,미설치
봉안시설,강원특별자치도,양구군,양구봉안공원 봉안담,강원특별자치도 양구군 양구읍 금강산로 518-40 (하리),033-480-2577,033-480-2577,null,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,인천광역시,부평구,인천가족공원 평온당,인천광역시 부평구 평온로 61 (부평동),032-456-2320,032-456-2324,www.insiseol.or.kr/life/family,45,공설,30,10,2,설치,설치,설치,설치,설치
봉안시설,경상북도,성주군,삼광사추모공원 봉안당,"경상북도 성주군 월항면 지산로 208 (지방리, 삼광사)",054-971-5669,null,samgwangsa.co.kr,200,사설,70,0,0,설치,미설치,설치,미설치,미설치
봉안시설,경상북도,청도군,동국사 영가추모관,경상북도 청도군 각남면 옥산길 248-283 (옥산리),054-373-0072,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,광주광역시,북구,새로나추모관,"광주광역시 북구 동운로52번길 118 (동림동, (재)새로나추모관)",062-531-4444,null,www.saerona-mp.com,55,사설,0,0,0,미설치,미설치,설치,설치,미설치
봉안시설,경기도,이천시,용학사 봉안당,"경기도 이천시 모가면 진상미로1067번길 271 (송곡리, 용학사)",031-632-4885,031-633-4252,yonghaksa.com,0,사설,99,99,0,미설치,미설치,미설치,미설치,미설치
봉안시설,광주광역시,동구,문빈정사 봉안당,"광주광역시 동구 증심사길 81 (운림동, 문빈정사)",062-228-0108,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,강원특별자치도,홍천군,홍천군공설묘원 봉안묘·담,강원특별자치도 홍천군 홍천읍 느리울길 141-22 (하오안리),033-430-2106,null,https://www.law.go.kr/자치법규/홍천군장사시설설치및운영조례/,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,전북특별자치도,완주군,(재)호정공원(봉안),전북특별자치도 완주군 화산면 운곡로 381-64 (운곡리),063-214-1009,null,www.hjcloud9.com/,480,사설,99,99,99,미설치,미설치,설치,설치,설치
봉안시설,경기도,여주시,여주추모공원 봉안담,경기도 여주시 가남읍 여주남로 769 (본두리),031-880-4061,031-887-2476,https://yeojuuc.or.kr/sub1/memorial/park.do,137,공설,15,15,2,미설치,설치,설치,미설치,미설치
봉안시설,인천광역시,부평구,인천가족공원 가족봉안담,"인천광역시 부평구 평온로 61 (부평동, 관리사무소및홍보관)",032-456-2320,null,https://www.insiseol.or.kr/life/family/facility/cinerary.jsp,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,제주특별자치도,제주시,양지공원 제3추모의집,"제주특별자치도 제주시 516로 2810-31 (영평동, 양지공원)",064-710-6622,null,www.jeju.go.kr/wel/burial/facInfo/yangji/facInfo.htm,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경상북도,경주시,보은사납골당,경상북도 경주시 건천읍 단석로 1803-86 (송선리),054-751-9667,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,인천광역시,부평구,인천가족공원 별빛당,인천광역시 부평구 평온로 61 (부평동),032-456-8950,null,www.insiseol.or.kr/life/family,0,공설,30,0,0,설치,설치,설치,설치,설치
봉안시설,충청북도,증평군,증평군 추모의집,"충청북도 음성군 금왕읍 덕금로 936-61, 예은추모공원 내 (용계리)",043-835-4813,null,https://jp.go.kr/kor/sub05_01_07_03.do,0,공설,15,15,0,미설치,미설치,미설치,설치,미설치
봉안시설,전북특별자치도,무주군,무주추모의집(봉안),"전북특별자치도 무주군 무주읍 괴목로 1359-72 (당산리, 무주추모의집)",063-322-2302,null,null,0,공설,15,10,4,미설치,미설치,설치,미설치,미설치
봉안시설,경기도,김포시,금강사추모공원(봉안당),경기도 김포시 하성면 가금리 284-1,031-984-6544,031-984-6545,null,0,사설,99,99,99,설치,미설치,설치,설치,설치
봉안시설,경상북도,울진군,울진군립추모원(봉안시설),경상북도 울진군 울진읍 대흥신림로 1046-261 (신림리),054-789-6109,054-789-3640,null,85,공설,30,30,1,미설치,미설치,미설치,미설치,미설치
봉안시설,서울특별시,동작구,달마사봉안당,"서울특별시 동작구 서달로 50-26 (흑석동, 달마사)",02-822-8771,null,www.dalmasa.org,30,사설,99,99,99,설치,미설치,설치,설치,미설치
봉안시설,경기도,가평군,설악그리쉼추모관,경기도 가평군 설악면 다락재로118번길 316 (회곡리),02-414-2311,null,www.hvbc.kr,30,사설,99,99,0,미설치,미설치,설치,미설치,미설치
봉안시설,경상남도,통영시,용봉사 납골당,경상남도 통영시 광도면 향교옆길 71-26 (죽림리),055-649-5959,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,서울특별시,서대문구,한국불교태고종 백련사봉안당,"서울특별시 서대문구 백련사길 170-72 (홍은동, 백련사)",02-302-0288,null,null,20,사설,99,99,99,미설치,미설치,설치,미설치,미설치
봉안시설,경기도,안성시,하늘문 봉안당,"경기도 안성시 양성면 미리내성지로 386-27 (미산리, 미리내실버타운)",031-671-0500,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,강원특별자치도,정선군,정선하늘원,"강원특별자치도 정선군 여량면 서동로 3867-26 (남곡리, 정선하늘공원)",033-560-3437,null,www.jsimc.or.kr/layout/basic/page/page2/page07.html,25,공설,15,15,3,설치,미설치,설치,설치,설치
봉안시설,강원특별자치도,인제군,하늘내린 휴공원(부부단),강원특별자치도 인제군 남면 자작나무숲길 444-62 (남전리),033-460-2056,null,https://www.inje.go.kr/portal/field-info/welfare,0,공설,15,15,2,설치,설치,설치,설치,미설치
봉안시설,인천광역시,부평구,인천가족공원 봉안담,인천광역시 부평구 평온로 61 (부평동),032-456-2320,032-456-2324,www.insiseol.or.kr/life/family,0,공설,10,10,2,설치,설치,설치,설치,설치
봉안시설,경기도,이천시,(재)한국SGI이천평화공원,경기도 이천시 마장면 서이천로528번길 115 (목리),031-638-0871,null,null,200,사설,30,30,99,미설치,미설치,설치,설치,설치
봉안시설,제주특별자치도,제주시,애월읍 공설봉안묘(만장),제주특별자치도 제주시 애월읍 고성리 산103,064-728-8821,null,null,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,충청북도,단양군,한결재단법인 하늘정원,충청북도 단양군 영춘면 사지원리 445-6,041-545-0601,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경기도,광주시,삼성개발공원묘원(봉안),경기도 광주시 오포로 211-50 (능평동),031-766-4260,031-767-2483,www.elysium.co.kr,40,사설,99,99,99,미설치,미설치,설치,미설치,미설치
봉안시설,경상남도,창원시 의창구,창원무량사 납골당,경상남도 창원시 의창구 북면 무릉산길 126 (무곡리),055-253-1808,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,전라남도,여수시,(재)예다원,전라남도 여수시 소라면 운암길 6 (봉두리),061-665-1004,null,www.예다원.kr,50,사설,99,99,0,미설치,설치,설치,미설치,미설치
봉안시설,경상남도,창원시 의창구,용주사 봉안당,경상남도 창원시 의창구 동읍 의창대로491번길 176 (용강리),055-251-7542,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경상북도,영주시,천태사추모공원,경상북도 영주시 순흥면 태장로 179-27 (태장리),054-635-2909,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,강원특별자치도,영월군,물미묘원 봉안당,강원특별자치도 영월군 주천면 솔치로 240-120 (신일리),033-374-4444,033-374-4445,null,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경상남도,창원시 진해구,천자봉공원묘원 봉안묘,"경상남도 창원시 진해구 진해대로 1426-48 (서중동, 천자봉공원묘원관리사무실)",055-545-8200,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,충청남도,홍성군,(재)유명추모공원,충청남도 홍성군 금마면 금마로516번길 64-22 (봉서리),041-631-9971,null,www.hyuon.com,50,사설,99,99,99,미설치,미설치,설치,미설치,설치
봉안시설,경기도,여주시,청운사 봉안당,"경기도 여주시 흥천면 부흥로 698 (귀백리, 청운사)",031-881-3371,null,null,100,사설,99,99,0,설치,미설치,설치,설치,미설치
봉안시설,제주특별자치도,제주시,한라산 옥불사 봉안탑,제주특별자치도 제주시 애월읍 평화로 2016 (소길리),064-799-1783,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경상남도,의령군,(재)동산공원묘원 봉안당,경상남도 의령군 부림면 함의로 2180-269 (경산리),055-574-8181,null,null,0,사설,0,0,0,설치,미설치,설치,미설치,미설치
봉안시설,경상북도,성주군,(재)우성공원 영남납골당(무연고),"경상북도 성주군 선남면 관용로 470-54 (용신리, 우성공원사무소)",054-933-4774,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경상북도,영주시,고경사추모공원,경상북도 영주시 평은면 녹지로 216 (지곡리),054-637-8885,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,충청북도,제천시,제천시영원한쉼터봉안당,충청북도 제천시 송학면 포전리 373번지 외,null,null,www.okjc.net/welfare/contents.do?key=771,150,공설,15,15,3,미설치,설치,설치,설치,설치
봉안시설,경상남도,진주시,영광사불지원,"경상남도 진주시 명석면 진주대로 1764-31 (우수리, 영광사)",055-742-3470,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,강원특별자치도,원주시,관음사 추모관,"강원특별자치도 원주시 행구로 533-3 (행구동, 관음사)",033-747-1311,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
