sido,sigungu,name,address,phone,rooms,coffins,parking,extras,type,map
충청남도,공주시,이인농협장례식장,충청남도 공주시 이인면 검바위로 9 (달산리),041-853-4400,3,4,0,식당·매점·주차장,사설(전문),
인천광역시,미추홀구,성인천장례식장,"인천광역시 미추홀구 석정로 6 (숭의동, 인천한방병원)",032-891-4444,9,14,100,식당·매점·주차장·유족대기실,사설(전문),
경기도,안양시,안양메트로병원장례식장,"경기도 안양시 만안구 명학로33번길 8 (안양동, 메트로병원)",031-449-9000,7,12,0,식당·매점·주차장·유족대기실,사설(병원),
충청북도,보은군,보은성모병원장례식장,충청북도 보은군 보은읍 뱃들로 53 (이평리),043-544-7444,3,4,100,식당·주차장·유족대기실,사설(병원),
경기도,평택시,서정리장례식장,경기도 평택시 정암로 78-14 (이충동),031-646-2000,5,8,150,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
충청남도,아산시,배방장례식장,충청남도 아산시 배방읍 갈산교로 38 (구령리),041-544-1500,4,8,300,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경기도,평택시,평택시금성장례식장,경기도 평택시 진위면 남부대로 655 (동천리),031-664-4444,5,10,150,식당·주차장·유족대기실·장애인편의시설,사설(전문),
부산광역시,부산진구,부산백병원 장례식장,"부산광역시 부산진구 복지로 75 (개금동, 부산백병원)",051-896-4444,7,14,0,식당·주차장·유족대기실·장애인편의시설,사설(병원),
충청북도,청주시 서원구,청주의료원장례식장,충청북도 청주시 서원구 흥덕로 48 (사직동),043-279-0144,9,24,600,식당·매점·주차장·유족대기실,공설(병원),
전북특별자치도,전주시,효천장례원장례식장,전북특별자치도 전주시 완산구 삼천동3가 943-5,063-226-4444,7,10,0,식당·매점·주차장·유족대기실·장애인편의시설,사설,
전라남도,나주시,영산포한우리장례식장,전라남도 나주시 왕곡면 영산포로 30-11 (장산리),061-335-4949,4,4,0,,사설(전문),
경상북도,영덕군,영덕효요양병원장례식장,경상북도 영덕군 영덕읍 영덕로 72-12 (남산리),054-732-4444,3,4,50,식당·주차장·유족대기실,사설(병원),
전북특별자치도,익산시,우석개발장례식장,전라북도 익산시 목천로 118 (목천동),063-837-4444,5,10,80,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
전라남도,광양시,옥곡장례식장,전라남도 광양시 옥곡면 강변로 448 (신금리),061-793-4444,4,6,200,식당·주차장·유족대기실·장애인편의시설,사설(전문),
경상남도,거제시,21C한일병원장례식장,경상남도 거제시 사등면 지석로 70 (지석리),055-634-1014,3,6,70,식당·매점·주차장·유족대기실,사설(병원),
부산광역시,해운대구,해운대백병원장례식장,"부산광역시 해운대구 해운대로 875 (좌동, 인제대학교해운대백병원)",051-893-4444,8,14,1086,식당·매점·주차장,사설(병원),
경상남도,하동군,하동장례식장,경상남도 하동군 적량면 공설운동장로 95-7 (동산리),055-883-4484,3,4,100,식당·매점·주차장·유족대기실,사설(전문),
경상북도,포항시 북구,흥해경희요양병원장례식장,"경상북도 포항시 북구 흥해읍 동해대로 1515, B1층 (옥성리)",054-262-4411,4,6,200,식당·매점·주차장,사설(병원),
부산광역시,북구,한중프라임장례식장,부산광역시 북구 낙동대로 1596 (구포동),051-305-4000,7,8,0,식당·주차장·유족대기실·장애인편의시설,사설(전문),
강원특별자치도,홍천군,홍천아산병원장례식장,강원도 홍천군 홍천읍 산림공원1길 17 (갈마곡리),033-430-5420,4,6,0,주차장,사설(병원),
전라남도,화순군,고려장례식장,전라남도 화순군 화순읍 충의로 109 (광덕리),061-375-4500,4,6,80,식당·주차장·유족대기실,사설(전문),
경기도,파주시,한사랑요양병원장례식장,경기도 파주시 파주읍 통일로 1568 (봉서리),031-953-7900,3,10,300,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경상북도,의성군,공생병원장례식장,경상북도 의성군 의성읍 후죽2길 6 (후죽리),054-834-9906,4,6,50,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경상북도,안동시,용상안동병원장례식장,경상북도 안동시 전거리길 57 (용상동),054-840-0040,4,8,0,식당·매점·주차장·유족대기실,사설(병원),
충청남도,천안시 동남구,단국대학교병원 천안장례식장,충청남도 천안시 동남구 망향로 201 (안서동),041-550-7474,7,10,0,식당·매점·주차장·유족대기실,사설(병원),
인천광역시,미추홀구,송도하나장례문화원장례식장,인천광역시 미추홀구 아암대로253번길 36 (학익동 587-78) 송도하나요양병원 - 송도하나장례문화원,032-832-4443,4,8,100,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
서울특별시,종로구,서울적십자병원장례식장,"서울특별시 종로구 새문안로 9 (평동, 적십자병원)",02-2002-8444,6,12,100,식당·매점·주차장,사설(병원),
경기도,양주시,양주한국병원장례문화원장례식장,"경기도 양주시 화합로 1489, B2층 (고암동)",031-928-7444,6,14,300,주차장·유족대기실·장애인편의시설,사설(병원),
인천광역시,서구,국제성모장례식장,"인천광역시 서구 심곡로100번길 25 (심곡동, 인천국제성모병원)",032-290-3501,15,24,1000,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
서울특별시,송파구,서울아산병원 장례식장,"서울특별시 송파구 올림픽로43길 88 (풍납동, 서울아산병원)",02-3010-2000,20,38,3182,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경기도,평택시,송탄중앙병원장례식장,"경기도 평택시 오좌동길 17-16 (독곡동, 송탄중앙병원)",031-611-7600,4,8,250,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
전라남도,고흥군,거금장례식장,전라남도 고흥군 금산면 거금일주로 2901 (석정리),061-844-4444,2,2,100,식당·매점·주차장·유족대기실,사설(전문),
전라남도,여수시,여수강남요양병원장례식장,전라남도 여수시 진남로 15 (충무동),061-641-4444,3,6,25,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경상북도,문경시,문경장례식장,경상북도 문경시 산양면 서당마길 7-5 (반곡리),054-555-7000,5,8,150,식당·주차장·유족대기실·장애인편의시설,사설(전문),
전라남도,영암군,영암효병원장례식장,"전라남도 영암군 덕진면 예향로 1764 (덕진리, 효병원)",061-471-4441,2,4,70,식당·매점·주차장·유족대기실,사설(병원),
경상북도,상주시,상주시민장례식장,경상북도 상주시 경상대로 2693 (가장동),054-536-8800,4,6,88,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
전북특별자치도,남원시,엠지 새마을금고 장례식장,"전라북도 남원시 요천로 1237 (조산동, 장례식장)",063-636-4141,5,8,130,주차장·유족대기실·장애인편의시설,사설(전문),
부산광역시,금정구,세웅병원장례식장,부산광역시 금정구 서동로 162 (서동),051-527-7711,3,4,0,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
울산광역시,남구,남구제일병원장례식장,"울산광역시 남구 남산로354번길 26 (신정동, 제일병원)",052-265-1005,2,4,20,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경상남도,김해시,김해한솔병원장례식장,"경상남도 김해시 김해대로 2379 (부원동, 김해한솔재활요양병원)",055-312-1014,5,6,100,주차장·유족대기실,사설(병원),
광주광역시,북구,광주병원장례식장,"광주광역시 북구 면앙로139번길 51, 지하2층 (두암동)",062-260-7850,3,6,0,식당·매점·주차장·유족대기실,사설(병원),
강원특별자치도,인제군,하늘내린 도리안장례식장,강원특별자치도 인제군 남면 자작나무숲길 444-62 (남전리),033-461-0404,3,8,126,식당·매점·주차장·장애인편의시설,공설(전문),
인천광역시,중구,인하대병원장례식장,"인천광역시 중구 인항로 27 (신흥동3가, 인하대학병원)",032-890-3180,8,17,0,식당·매점·주차장·유족대기실,사설(병원),
강원특별자치도,태백시,태백문화장례식장,강원도 태백시 고원로 249 (황지동),033-552-4444,3,4,0,,사설(전문),
인천광역시,강화군,서해장례문화원장례식장,인천광역시 강화군 강화읍 중앙로74번길 10 (남산리),032-933-4463,4,10,300,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경상남도,통영시,통영서울병원장례식장,경상남도 통영시 광도면 남해안대로 857 (죽림리),055-644-9959,5,8,0,식당·주차장·유족대기실,사설(병원),
전라남도,보성군,벌교중앙장례식장,전라남도 보성군 벌교읍 원동길 89 (척령리),061-857-3000,3,4,100,식당·주차장·유족대기실,사설(전문),
강원특별자치도,동해시,동해전문장례식장,강원도 동해시 중앙로 199 (천곡동),033-531-4740,6,6,100,식당·주차장·유족대기실·장애인편의시설,사설(전문),
전라남도,목포시,목포성심장례문화원장례식장,전라남도 목포시 산계길 4-9 (대양동),061-261-4444,4,4,100,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
서울특별시,은평구,은평요양병원장례식장,"서울특별시 은평구 통일로 935,은평요양병원장례식장 (갈현동)",02-351-4444,6,12,80,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
대구광역시,달서구,대구보훈병원장례식장,대구광역시 달서구 월곡로 60 (도원동 748번지),053-625-4466,6,12,524,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
강원특별자치도,철원군,김화장례문화원장례식장,강원특별자치도 철원군 서면 와수로 13 (와수리),033-458-0010,3,4,87,식당·주차장·유족대기실·장애인편의시설,사설(전문),
전북특별자치도,전주시 덕진구,전주고려병원장례식장,전라북도 전주시 덕진구 안덕원로 367 (산정동),063-242-9944,4,6,0,,사설(병원),
전북특별자치도,정읍시,정읍사랑병원장례식장,전라북도 정읍시 상동중앙로 94 (상동),063-538-4444,3,4,300,,사설(병원),
전라남도,장흥군,장흥병원장례식장,전라남도 장흥군 장흥읍 흥성로 74 (건산리),061-864-4444,3,4,100,식당·주차장·유족대기실,사설(병원),
경상북도,안동시,서안동농협장례식장,경상북도 안동시 풍산읍 본마을길 36-22 (노리),054-854-9980,5,8,100,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
인천광역시,계양구,계양구세종병원장례식장,"인천광역시 계양구 계양문화로 20 (작전동, 인천세종병원)",032-240-8444,7,18,440,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
부산광역시,사상구,부산전문장례식장,"부산광역시 사상구 낙동대로 1056 (감전동, 부산전문장례예식장)",051-312-4444,12,16,250,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
전북특별자치도,전주시 완산구,대한장례식장,전라북도 전주시 완산구 구이로 2050. 대한장례식장 (평화동3가),063-227-4444,5,8,110,식당·주차장·유족대기실·장애인편의시설,사설(전문),
대구광역시,수성구,수성요양병원장례식장,"대구광역시 수성구 동대구로 148 (황금동, 수성요양병원)",053-766-4444,4,6,200,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
부산광역시,동구,좌천봉생병원장례식장,부산광역시 동구 중앙대로 401 (좌천동),051-638-4411,3,6,200,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
충청북도,음성군,음성농협장례식장,충청북도 음성군 원남면 반기문로 3-26 (하노리),043-872-4119,4,6,85,식당·주차장,사설(전문),
전라남도,여수시,경산장례식장,전라남도 여수시 시청로 145 (선원동),061-681-4444,5,8,150,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
전라남도,보성군,보성아산병원장례식장,전라남도 보성군 미력면 가평길 36-17 (초당리),061-853-4004,2,4,100,식당·매점·주차장·유족대기실,사설(병원),
충청북도,제천시,제천서울병원장례식장,"충청북도 제천시 숭문로 57 (서부동, 서울병원)",043-644-4422,8,15,130,주차장·유족대기실,사설(병원),
전라남도,목포시,목포효성요양병원장례식장,"전라남도 목포시 양을로 456 (상동, 효성요양병원)",061-273-4422,3,4,100,식당·주차장·유족대기실·장애인편의시설,사설(병원),
충청남도,천안시 서북구,성월장례문화원장례식장,충청남도 천안시 서북구 성환읍 천안대로 2096 (성월리),041-588-4444,5,8,0,식당·매점·주차장·유족대기실,사설(전문),
서울특별시,강남구,연세대학교 강남장례식장,"서울특별시 강남구 언주로 211 (도곡동, 강남세브란스병원)",02-2019-4000,4,10,0,식당·매점·주차장,사설(병원),
충청남도,예산군,고덕장례문화원장례식장,충청남도 예산군 고덕면 예덕로 592 (대천리),041-337-4440,2,6,55,주차장·유족대기실·장애인편의시설,사설(전문),
경기도,용인시,쉴낙원 경기장례식장,"경기도 용인시 수지구 포은대로 836 (죽전동, 용인쉴낙원)",031-672-1009,9,10,139,식당·주차장·유족대기실·장애인편의시설,사설(전문),
경기도,용인시,보정장례식장,"경기도 용인시 기흥구 용구대로2469번길 136 (보정동, 보정장례문화센타)",031-276-4001,6,12,150,주차장,사설(전문),
강원특별자치도,동해시,금강병원장례식장,강원도 동해시 동해대로 5143 (효가동),033-521-4443,2,6,30,식당·매점·주차장·유족대기실,사설(병원),
전라남도,보성군,춘추장례식장,전라남도 보성군 벌교읍 원동길 81 (척령리),061-858-4441,3,3,130,식당·주차장·유족대기실·장애인편의시설,사설(전문),
전북특별자치도,전주시 완산구,효자장례타운장례식장,전라북도 전주시 완산구 콩쥐팥쥐로 1705-36 (효자동3가),063-228-4441,5,8,400,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
강원특별자치도,정선군,정선장례식장,"강원특별자치도 정선군 정선읍 서동로 1277 (덕송리, 정선장례식장)",033-562-4444,5,8,100,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
충청북도,청주시 청원구,효성병원 장례식장,충청북도 청주시 청원구 2순환로94번길 21 (율량동),043-221-4004,5,8,0,,사설(전문),
전라남도,강진군,강진의료원장례식장,"전라남도 강진군 강진읍 탐진로 5 (서성리, 강진의료원)",061-430-1004,3,6,200,식당·매점·주차장·유족대기실,공설(병원),
경상북도,구미시,아성병원장례식장,경상북도 구미시 선기로 155-23 (선기동),054-442-5555,3,3,200,식당·주차장·유족대기실·장애인편의시설,사설(병원),
전라남도,목포시,목포시참사랑장례식장,전라남도 목포시 차범석길35번길 9 (북교동),061-244-4400,3,6,50,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
부산광역시,영도구,해동병원장례식장,부산광역시 영도구 태종로 133 (봉래동3가),051-410-6891,3,6,0,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
강원특별자치도,춘천시,강원대학교병원장례식장,강원도 춘천시 백령로 156 (효자동),033-254-5611,6,12,0,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
전라남도,목포시,목포봉황장례문화원장례식장,전라남도 목포시 삼학로 154 (산정동),061-242-2222,6,6,200,식당·주차장·유족대기실·장애인편의시설,사설(전문),
경상남도,김해시,성모병원장례식장,경상남도 김해시 김해대로 2479-1 (삼정동),055-336-4475,1,4,80,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
충청남도,서천군,동서천 장례식장,충청남도 서천군 기산면 충절로 1035-4 (광암리),041-951-8003,2,4,0,,사설(전문),
경상북도,영덕군,영덕아산병원 장례식장,경상북도 영덕군 영해면 영덕로 1621 (성내리),054-730-0168,3,6,100,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
서울특별시,금천구,쉴낙원 서울장례식장,"서울특별시 금천구 서부샛길 732 (가산동, 서울장례식장)",02-2683-4444,4,8,60,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
전라남도,나주시,나주종합병원장례식장,전라남도 나주시 영산로 5419 (성북동),061-332-4461,3,4,0,매점·주차장,사설(병원),
광주광역시,동구,동구금호장례식장,광주광역시 동구 남문로 697 (학동),062-227-4000,6,6,0,,사설(전문),
부산광역시,금정구,금사장례식장,부산광역시 금정구 반송로 470 (금사동),051-977-4445,3,6,50,식당·매점·주차장·유족대기실,사설(병원),
전북특별자치도,고창군,흥덕장례식장,전라북도 고창군 흥덕면 고인돌대로 2582-7 (흥덕리),063-564-4440,2,4,150,식당·주차장·유족대기실,사설(전문),
전북특별자치도,완주군,한길장례식장,전라북도 완주군 봉동읍 낙평남북로 104-17 (낙평리),063-261-4441,3,4,500,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
서울특별시,관악구,정겨운장례식장,"서울특별시 관악구 시흥대로 572 지하층 우신장례식장 (신림동, 한성빌딩)",02-838-4444,2,6,30,식당·매점·주차장·유족대기실,사설(전문),
전라남도,무안군,남악장례식장,전라남도 무안군 삼향읍 남악로250번길 59-30 (남악리),061-285-0444,2,4,100,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
강원특별자치도,고성군,고성장례식장,"강원특별자치도 고성군 죽왕면 향목서길 9 (향목리, 고성장례식장)",033-682-5000,3,4,120,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
전라남도,나주시,나주장례식장,전라남도 나주시 건재로 85 (대호동),061-332-8114,3,4,100,매점·주차장·유족대기실,사설(전문),
경상북도,영주시,영주적십자병원장례식장,"경상북도 영주시 대학로 327 (가흥동, 영주적십자병원)",054-630-0128,4,8,200,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
서울특별시,구로구,구로성심병원장례식장,서울특별시 구로구 경인로 427 (고척동),02-2067-1544,3,10,120,식당·매점·주차장·유족대기실,사설(병원),
경기도,수원시 권선구,수원덕산병원장례식장,경기도 수원시 권선구 서부로 1670번길 9 B2층 장례식장 (고색동),031-686-2900,8,16,800,식당·매점·주차장,사설(병원),
경상남도,김해시,하늘재전문장례식장,경상남도 김해시 진영읍 진산대로 92 (진영리),055-343-8400,3,6,50,,사설(전문),
경상북도,칠곡군,혜원성모병원장례식장,경상북도 칠곡군 약목면 관호7길 41 (관호리),054-975-4044,3,6,150,주차장·유족대기실,사설(병원),
경기도,오산시,쉴낙원 오산동탄장례식장,"경기도 오산시 경기대로658번길 30 (내삼미동, 오산동탄쉴낙원)",031-966-1009,8,10,127,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
충청북도,단양군,단양장례식장,"충청북도 단양군 단양읍 수양개유적로 6 (상진리, 단양장례식장)",043-421-4444,3,6,200,식당·주차장·유족대기실·장애인편의시설,사설(전문),
경상남도,창원시 마산회원구,신세계장례식장,"경상남도 창원시 마산회원구 내서읍 죽암로 89 (호계리, 신세계요양병원)",055-715-5444,3,6,50,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
충청북도,보은군,보은요양병원장례식장,충청북도 보은군 수한면 후평바리미길 31 (후평리),043-542-4440,3,6,150,식당·매점·주차장·유족대기실,사설(전문),
경상남도,양산시,보람상조개발 양산부산대병원장례식장,경상남도 양산시 물금읍 금오로 20 (양산부산대학교병원 장례식장),055-372-4447,8,12,200,식당·주차장·유족대기실·장애인편의시설,사설(병원),
경상북도,경주시,위더스요양병원장례식장,"경상북도 경주시 승삼북길 31 (용강동, 위더스요양병원)",054-744-4044,4,6,80,식당·주차장·유족대기실·장애인편의시설,사설(병원),
충청남도,아산시,아산유리요양병원 장례식장,"충청남도 아산시 도고면 도고면로 179,아산유리요양병원 (기곡리)",041-549-1044,4,6,150,식당·매점·주차장·유족대기실,사설(병원),
경상북도,경산시,경산중앙병원장례식장,경상북도 경산시 경안로 11 (백천동),053-814-0044,6,10,250,식당·매점·주차장·유족대기실,사설(병원),
서울특별시,노원구,더조은장례식장,"서울특별시 노원구 화랑로 323 지하1층, 지하3층 (월계동)",02-941-4444,4,27,16,식당·매점·주차장·유족대기실,사설(병원),
전북특별자치도,전주시 덕진구,동전주 장례문화원장례식장,전북특별자치도 전주시 덕진구 금상길 69 (금상동),063-243-4444,7,10,200,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
전라남도,장흥군,장흥우리병원중앙장례식장,전라남도 장흥군 장흥읍 남부관광로 6 (건산리),061-863-4444,3,4,90,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경상북도,울진군,동재의료재단오차드장례식장,"경상북도 울진군 후포면 동해대로 441 (삼율리, 오차드요양병원)",054-787-1206,3,6,30,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
전라남도,순천시,정원장례식장,전라남도 순천시 서면 삼산로 290 (선평리),061-754-4444,6,6,200,식당·주차장·유족대기실·장애인편의시설,사설(전문),
경상남도,통영시,숭례관장례식장,경상남도 통영시 충렬로 8-5 (서호동),055-643-1024,4,6,0,식당·매점,사설(전문),
경기도,부천시,부천성모병원장례식장,"경기도 부천시 원미구 소사로 327 (소사동, 가톨릭대부천성모병원)",032-340-7300,9,20,0,식당·매점·주차장,사설(병원),
경상남도,사천시,사천공설장례식장,"경상남도 사천시 해안관광로 208-66 (송포동, 사천시누리원화장장)",055-831-4594,4,6,0,주차장·유족대기실,공설(전문),
강원특별자치도,홍천군,서석장례식장,강원도 홍천군 서석면 풍암길2길 30 (풍암리),033-430-4558,2,3,100,식당·주차장·유족대기실·장애인편의시설,공설(전문),
광주광역시,남구,광주기독병원장례식장,"광주광역시 남구 양림로 37 (양림동, 광주기독병원)",062-653-4400,4,6,0,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경기도,고양시 일산동구,일산복음병원장례식장,"경기도 고양시 일산동구 고양대로 760, 나동 B1층 (중산동, 일산복음병원)",031-977-6000,5,10,400,식당·매점·주차장·유족대기실,사설(병원),
경기도,용인시,용인제일메디장례식장,"경기도 용인시 처인구 포곡읍 포곡로210번길 21-11, B1층 (둔전리)",031-332-4444,6,10,200,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경기도,화성시,효원장례문화센타장례식장,경기도 화성시 정조로 107 (반정동),031-222-0999,6,10,90,주차장·유족대기실·장애인편의시설,사설(전문),
전북특별자치도,부안군,혜성병원장례식장,"전라북도 부안군 부안읍 부령로 34 (선은리, 혜성병원)",063-584-4300,6,10,300,주차장·유족대기실·장애인편의시설,사설(전문),
경상북도,상주시,상주시중앙장례식장,경상북도 상주시 함창읍 함창로 586 (윤직리),054-541-4477,5,6,0,주차장·유족대기실·장애인편의시설,사설(전문),
경상남도,창원시 성산구,창원경상대학교병원장례식장,경상남도 창원시 성산구 삼정자로 9 (성주동),055-214-1900,8,14,600,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
부산광역시,동래구,프라임장례원장례식장,"부산광역시 동래구 미남로146번길 11 (온천동, 광혜병원장례식장)",051-506-1022,5,6,8,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
제주특별자치도,제주시,김녕농협 장례문화센터장례식장,제주특별자치도 제주시 구좌읍 김송로 102 (김녕리),064-783-6511,2,4,150,식당·주차장·유족대기실·장애인편의시설,사설(전문),
전라남도,나주시,영산포농협장례식장,전라남도 나주시 영산포로 30-50 (이창동),061-334-4440,5,6,100,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
전라남도,해남군,해남현대장례식장,전라남도 해남군 해남읍 남부순환로 345 (용정리),061-537-2222,3,4,120,식당·매점·주차장·유족대기실,사설(전문),
충청남도,천안시 동남구,보람상조리더스 천안국빈장례식장,"충청남도 천안시 동남구 풍세로 835, 천안국빈장례식장 (용곡동, 청담웨딩홀)",041-578-0082,6,8,300,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
전라남도,고흥군,녹동현대병원장례식장,"전라남도 고흥군 도양읍 차경구렁목길 209 (용정리, 녹동현대병원장례식장)",061-843-4444,3,4,0,식당·매점·주차장·유족대기실,사설(병원),
인천광역시,미추홀구,학교법인영산학원시민장례식장,"인천광역시 미추홀구 석정로64번길 22 (숭의동, 시민장례식장)",032-889-4644,4,8,88,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경기도,화성시,화성현대장례문화원장례식장,"경기도 화성시 우정읍 남양만로 662,지하1층 (이화리, 이화병원)",031-351-6011,5,8,100,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경기도,연천군,연천군보건의료원 장례식장,"경기도 연천군 전곡읍 은대성로 95 (은대리, 연천군보건의료원)",031-832-4474,5,8,150,식당·매점·주차장·유족대기실·장애인편의시설,공설(전문),
전라남도,해남군,해남우리병원장례식장,전라남도 해남군 옥천면 해남로 597 (영신리),061-532-4446,3,6,100,주차장·유족대기실,사설(병원),
전북특별자치도,익산시,원광대학교병원장례문화원장례식장,전라북도 익산시 무왕로 895 (신동) 원광대학교병원 장례식장,063-855-1734,7,12,0,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경상북도,안동시,도립노인병원장례식장,경상북도 안동시 남후면 남일로 1463 (무릉리),054-852-4441,4,4,100,식당·매점·주차장·유족대기실·장애인편의시설,공설(병원),
경상남도,통영시,고려병원장례식장,"경상남도 통영시 중앙로 310 (무전동, 통영고려병원)",055-643-4444,4,6,60,식당·주차장·유족대기실·장애인편의시설,사설(병원),
광주광역시,서구,광주국빈장례문화원장례식장,광주광역시 서구 회재로 825 (매월동),062-606-4000,11,14,1200,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
강원특별자치도,태백시,근로복지공단 태백병원장례식장,"강원도 태백시 보드미길 8 (장성동, 근로복지공단태백병원)",033-581-4444,4,8,120,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
전북특별자치도,군산시,은파장례문화원장례식장,전라북도 군산시 미성로 512 (미룡동),063-445-4444,6,16,150,식당·매점·주차장·유족대기실,사설(전문),
경상남도,고성군,고성성심병원장례식장,경상남도 고성군 회화면 남해안대로 3963-21 (삼덕리),055-673-8780,4,4,50,식당·매점·주차장·유족대기실,사설(병원),
충청북도,충주시,충주의료원장례식장,충청북도 충주시 안림로 239-50 (안림동),043-871-0444,6,10,500,식당·매점·주차장·유족대기실·장애인편의시설,공설(병원),
서울특별시,양천구,양천효병원장례식장,서울특별시 양천구 오목로 121 (신정동),02-2692-4443,3,6,13,식당·매점,사설(병원),
울산광역시,남구,울산병원장례식장,울산광역시 남구 월평로171번길 19 (신정동),052-227-1024,5,12,300,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
충청남도,홍성군,홍성의료원장례식장,충청남도 홍성군 홍성읍 조양로 224 (고암리),041-630-6244,5,10,200,식당·매점·주차장·유족대기실·장애인편의시설,공설(병원),
경상남도,김해시,김해시민장례식장,경상남도 김해시 금관대로910번길 4 (풍유동),055-900-4000,7,10,300,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경기도,안성시,동인병원장례식장,경기도 안성시 인지1길 15 (인지동),031-671-4494,3,6,180,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경기도,시흥시,시흥우리장례식장,경기도 시흥시 평안상가5길 19 (정왕동),031-433-5444,4,8,50,식당·매점·주차장·유족대기실,사설(병원),
충청북도,청주시 청원구,초정유진장례식장,충청북도 청주시 청원구 내수읍 우산길 91 (우산리),043-213-0030,3,4,100,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경상북도,구미시,구미제일요양병원장례식장,"경상북도 구미시 고아읍 선산대로 1116 (오로리, 제일병원)",054-481-1900,4,6,300,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
충청남도,공주시,공주장례식장,충청남도 공주시 치미마을길 4 (신관동),041-854-1122,6,8,0,식당·매점·주차장·유족대기실,사설(전문),
경상북도,김천시,김천의료원장례식장,경상북도 김천시 모암길 24 (모암동),054-429-8280,5,10,130,식당·주차장·유족대기실,공설(병원),
강원특별자치도,철원군,철원병원장례식장,강원도 철원군 갈말읍 명성로 208 (군탄리),033-452-0044,5,6,80,매점·주차장·유족대기실,사설(병원),
경기도,안산시,동안산병원장례식장,경기도 안산시 상록구 월피로 88 (월피동),031-8042-4440,2,4,20,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경상북도,의성군,안계농협장례식장,경상북도 의성군 안계면 서부로 1776-62 (용기리),054-862-1910,2,4,0,식당·매점·주차장,사설(전문),
경상남도,통영시,통영전문장례식장,경상남도 통영시 장대길 142 (정량동),055-645-1233,6,8,100,식당·주차장·유족대기실·장애인편의시설,사설(전문),
충청남도,서천군,장례식장상예원,충청남도 서천군 장항읍 장항산단로 344 (옥산리),041-957-0004,3,6,80,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경상북도,구미시,구미천사요양병원장례식장,경상북도 구미시 고아읍 이례로 46 (이례리),054-481-4441,3,4,150,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
